ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
958809,m,2/12/1994,83.4,cbse,2010,77,cbse,12289,2,B.Tech/B.E.,computer science & engineering,76,12289,1,Rajasthan,2014,415,555,440,0.308400583,355,-1,-1,-1,-1,-1,-1,-1.0208,-1.1196,-1.9881,-0.2344,-2.7769,350000
318119,f,4/8/1991,88,0,2008,92.1,0,5071,2,B.Tech/B.E.,computer engineering,80,5071,0,Andhra Pradesh,2012,565,395,525,0.525922584,415,266,-1,-1,-1,-1,-1,0.51,1.3198,0.8171,0.53233,-0.7615,515000
32133,m,7/22/1989,72,ssc,2006,67,ssc,367,2,B.Tech/B.E.,electrical engineering,59.8,367,1,Maharashtra,2009,525,505,445,0.538386893,355,333,-1,-1,-1,-1,-1,0.51,0.3448,1.1074,0.4148,0.1864,150000
538439,f,10/6/1991,85.8,0,2009,77.4,0,6196,2,B.Tech/B.E.,electronics and communication engineering,60.87,6196,0,Maharashtra,2013,555,610,650,0.538386893,-1,333,-1,-1,-1,420,-1,0.8192,1.4368,-1.2148,-0.4078,0.1864,390000
1066414,m,2/18/1992,74.28,icse,2009,78.16,icse,4439,2,B.Tech/B.E.,computer science & engineering,67.66,4439,0,Uttar Pradesh,2013,710,510,535,0.486747008,475,-1,376,-1,-1,-1,-1,0.99,0.3789,0.7785,-0.3612,0.2889,260000
50739,f,6/26/1987,79.89,sslc,2005,62.83,puc,1940,2,B.Tech/B.E.,computer engineering,55.7,1940,1,Karnataka,2009,465,274,385,0.165633092,305,-1,-1,-1,-1,-1,-1,-3.3539,-2.4633,-1.3599,0.1798,-3.4471,260000
864014,m,6/2/1990,71.5,"school secondary education, andhra pradesh",2007,80.5,"board of intermediate education, andhra pradesh",2929,2,MCA,computer application,78,2929,0,Andhra Pradesh,2013,405,575,635,0.622642916,665,-1,407,-1,-1,-1,-1,1.1336,1.3779,1.547,-1.3753,0.8637,310000
925705,m,7/5/1992,64.66,state board,2008,63,state board,279,2,B.Tech/B.E.,information technology,67,279,0,Uttar Pradesh,2013,370,410,470,0.842248322,415,-1,469,-1,-1,-1,-1,0.2718,-1.1196,-1.8344,-0.7415,-1.8189,105000
344407,m,6/22/1990,73,0,2008,54,0,124,2,B.Tech/B.E.,civil engineering,79,124,0,Orissa,2012,405,345,525,0.938588263,-1,-1,-1,-1,-1,-1,480,0.3555,-0.9033,0.9623,0.64983,-0.4229,800000
241960,m,7/14/1990,84.2,0,2007,78.8,0,6884,2,B.Tech/B.E.,electronics & instrumentation eng,78,6884,0,West Bengal,2011,544,525,605,0.538386893,-1,333,-1,-1,-1,393,-1,-0.2628,-0.1232,0.2366,-1.2303,-0.7615,440000
716400,f,11/28/1991,95.6,cbse,2009,94.4,cbse,8460,1,B.Tech/B.E.,instrumentation and control engineering,76.5,8460,1,Delhi,2013,665,690,615,-1,595,-1,407,-1,-1,-1,-1,0.4155,1.0449,0.7785,-0.3612,-0.4776,625000
440689,f,9/11/1990,85.6,ssc,2008,89.8,ipe,1450,2,B.Tech/B.E.,information technology,75.8,1450,1,Telangana,2012,465,455,455,0.974396113,615,-1,-1,-1,-1,-1,-1,-1.1901,-0.1232,-0.6343,0.0623,-0.8799,450000
1168773,m,8/21/1992,88,state board,2010,92.3,state board,2388,2,B.Tech/B.E.,telecommunication engineering,90,2388,1,Karnataka,2014,455,485,500,0.493596387,435,324,-1,-1,-1,-1,-1,0.7027,-0.4536,-0.2974,-1.5021,-0.0943,275000
304341,m,7/4/1989,70,nashik board,2007,72,nashik board,494,2,B.Tech/B.E.,computer engineering,55,494,1,Maharashtra,2011,435,485,565,0.670743151,455,-1,-1,-1,-1,-1,-1,-1.1901,-0.2793,0.2366,-0.1727,-0.2875,315000
760851,m,3/4/1990,88.5,icse,2008,82.8,cbse,8440,1,B.Tech/B.E.,metallurgical engineering,78.1,8440,0,Orissa,2013,725,605,615,-1,395,-1,-1,-1,-1,-1,-1,1.8517,1.0449,0.4711,-2.5163,-0.4776,375000
577394,m,12/3/1991,78.6,cbse,2009,78.2,cbse,35,1,B.Tech/B.E.,electronics and communication engineering,75.57,35,1,Delhi,2013,450,500,620,0.229481755,-1,266,-1,-1,-1,-1,-1,-0.5899,0.2124,0.4711,-0.7415,0.8637,325000
604370,m,4/27/1992,81.5,cbse,2009,85,cbse,6920,1,B.Tech/B.E.,electronics and communication engineering,69,6920,1,Delhi,2013,675,670,840,0.376059587,415,300,-1,-1,-1,393,-1,-0.0154,0.8784,1.3933,0.3995,0.6721,300000
341424,f,6/1/1991,76,0,2009,88,0,127,2,B.Tech/B.E.,information technology,72.72,127,0,Maharashtra,2012,355,425,385,0.704090412,465,-1,-1,-1,-1,-1,-1,1.2828,0.8128,0.5269,-0.40777,0.5419,400000
1077612,m,3/12/1990,80,state board,2009,83.1,state board,4726,2,B.Tech/B.E.,computer science & engineering,67.87,4726,0,Telangana,2013,280,530,430,0.23780284,545,-1,315,-1,-1,-1,-1,0.7027,0.7119,0.7785,-0.7415,-0.2859,155000
1085716,m,11/20/1992,75,state board,2008,72,state board,7738,2,B.Tech/B.E.,information technology,80,7738,0,Uttar Pradesh,2013,475,470,415,0.911395278,595,-1,500,-1,-1,-1,-1,0.8463,1.0449,1.3933,-1.6289,-0.2859,300000
1072574,m,12/26/1988,59.71,state board,2007,54.14,state board,3897,2,MCA,computer application,74.2,3897,1,Karnataka,2013,265,420,310,0.144789889,295,-1,284,-1,-1,-1,-1,-0.3027,-1.2861,0.7785,0.2727,-1.4356,145000
276426,f,6/18/1988,78.4,icse,2006,79,isc,10599,2,B.Tech/B.E.,information technology,75,10599,0,Punjab,2011,575,485,495,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.7264,1.1248,-1.9405,-0.1727,0.9763,350000
607470,m,12/4/1988,76,state board,2008,77,state board,8351,1,M.Tech./M.E.,computer science & engineering,83,8351,0,Karnataka,2013,345,525,365,0.942116551,575,-1,-1,-1,-1,-1,-1,0.4155,0.3789,0.1637,-0.6147,0.6721,400000
950502,f,2/14/1993,87.8,matriculation,2010,90.91,state board,3934,2,B.Tech/B.E.,civil engineering,71.66,3934,0,Tamil Nadu,2014,370,520,415,0.536782667,415,-1,-1,-1,-1,-1,356,-0.159,-0.4536,-1.3733,0.0192,-0.0943,150000
1087060,m,10/9/1992,75.2,state board,2008,75.2,0,16536,2,B.Tech/B.E.,computer engineering,61,16536,0,Tamil Nadu,2014,395,300,310,0.486747008,325,-1,376,-1,-1,-1,-1,-0.8772,-1.7856,-0.7585,0.7798,-1.6273,200000
937958,f,9/14/1992,91.3,icse,2010,85,icse,6874,2,B.Tech/B.E.,information technology,81,6874,0,Uttarakhand,2014,500,450,555,0.842248322,465,-1,469,-1,-1,-1,-1,0.99,1.0449,0.3174,-0.6147,1.0554,325000
252559,m,2/28/1990,76,state board,2007,79.9,state board,1019,2,B.Tech/B.E.,computer engineering,74,1019,1,Tamil Nadu,2011,525,475,385,0.81941653,505,-1,-1,-1,-1,-1,-1,0.3555,0.9688,-0.4891,0.0623,0.9763,225000
582303,m,7/5/1991,84,cbse,2009,85.2,cbse,8195,1,B.Tech/B.E.,electronics and communication engineering,78.59,8195,1,Delhi,2013,625,605,735,0.376059587,-1,300,-1,-1,-1,446,-1,-1.0208,1.0449,-1.3733,-1.8824,1.0554,350000
48150,m,9/7/1986,82.5,rbse,2005,83.6,cbse,2857,1,B.Tech/B.E.,computer engineering,77,2857,1,Rajasthan,2010,575,625,615,0.960903087,595,-1,-1,-1,-1,-1,-1,0.7208,0.3731,0.0914,-1.9033,0.0916,495000
868872,f,8/26/1992,86,state board,2010,84,state board,2959,2,B.Tech/B.E.,electronics and communication engineering,75,2959,0,Tamil Nadu,2014,380,390,500,0.649389715,-1,356,-1,-1,292,-1,-1,-0.159,0.3789,1.0859,-0.995,-1.0524,200000
963956,m,11/9/1992,84.83,state board,2010,93.3,state board,1428,2,B.Tech/B.E.,computer science & engineering,65.5,1428,1,Telangana,2014,675,545,545,0.953899775,395,-1,530,-1,-1,-1,-1,1.2772,0.0459,1.547,0.0192,0.8637,390000
351149,m,10/10/1992,63,cbse,2009,64,cbse,7627,2,B.Tech/B.E.,computer science & engineering,70.9,7627,0,Uttar Pradesh,2014,455,475,475,0.842248322,635,-1,469,-1,-1,-1,-1,-1.0355,-0.2793,-0.0537,0.5323,0.3049,325000
192714,m,3/7/1990,79.8,ssc,2007,90.7,intermediate board,5003,2,B.Tech/B.E.,information technology,68.47,5003,0,Andhra Pradesh,2011,435,335,405,0.143256541,295,300,-1,366,-1,-1,340,0.3555,-0.1232,0.0914,0.7673,-0.7615,650000
810458,m,2/1/1993,76.8,state board,2009,83,state board,64,2,B.Tech/B.E.,electronics and communication engineering,76.44,64,0,Uttar Pradesh,2014,535,510,605,0.88162007,-1,420,-1,-1,-1,-1,-1,0.99,1.3779,0.7785,-0.2344,-0.6692,300000
731107,m,8/1/1990,85.5,state board,2008,76.33,state board,2921,2,B.Tech/B.E.,applied electronics and instrumentation,76.7,2921,0,West Bengal,2013,485,460,590,0.694479328,-1,366,-1,-1,-1,-1,-1,1.2772,0.8784,-0.9122,-1.5021,0.0973,300000
1094255,m,11/17/1991,83.3,icse,2009,81,icse,4971,2,B.Tech/B.E.,electronics & instrumentation eng,71.72,4971,0,Uttar Pradesh,2014,755,555,605,0.44619825,455,-1,-1,-1,-1,-1,-1,-0.159,0.3789,0.01,-0.7415,-0.8608,320000
951294,m,11/11/1991,72.5,state board,2009,78.3,state board,4562,2,B.Tech/B.E.,electronics and communication engineering,66.87,4562,0,Telangana,2013,395,435,355,-1,265,-1,-1,-1,-1,-1,-1,1.7081,1.3779,0.6248,-0.4879,0.4805,220000
1250499,m,8/20/1993,76.5,state board,2010,74.5,state board,11556,2,B.Tech/B.E.,electronics and electrical engineering,60,11556,0,Andhra Pradesh,2014,455,520,405,0.684565068,345,-1,-1,-1,452,-1,-1,0.4155,0.2124,0.4711,-0.4879,0.2889,185000
1265323,m,3/30/1994,87.5,state board,2011,92,state board,495,2,B.Tech/B.E.,information technology,76.47,495,1,Telangana,2015,430,555,500,0.916869961,555,-1,-1,-1,-1,-1,-1,-2.6007,-0.6201,-0.4511,1.9207,-0.4776,240000
1269127,m,11/22/1991,71.2,cbse,2008,70,cbse,6127,2,B.Tech/B.E.,computer science & engineering,72,6127,0,Tamil Nadu,2013,570,445,535,0.744758354,455,-1,438,-1,-1,-1,-1,0.2718,0.0459,1.3933,0.0192,0.8637,200000
272917,m,8/26/1989,81,cbse,2006,61,cbse,3725,2,B.Tech/B.E.,information technology,67.5,3725,0,Madhya Pradesh,2011,445,465,475,0.563267824,425,-1,-1,-1,-1,-1,-1,-0.5719,-0.5913,0.8171,0.2973,-0.1295,80000
330602,m,12/26/1990,76.67,ssc,2008,82.6,bie,8818,2,B.Tech/B.E.,information technology,66.39,8818,1,Telangana,2012,565,565,415,0.901489571,545,-1,-1,-1,-1,-1,-1,0.3555,1.5538,0.3817,-0.29027,0.6603,415000
920334,m,2/20/1994,77,state board,2009,67.8,state board,55,2,B.Tech/B.E.,electronics and communication engineering,68.06,55,0,Uttar Pradesh,2014,360,330,310,0.649389715,-1,356,-1,-1,-1,313,-1,-0.8772,-2.1186,0.1637,0.9066,-1.8189,160000
1175212,m,12/5/1993,58.6,cbse,2011,72,state board,1282,2,B.Tech/B.E.,computer science & engineering,57.34,1282,0,Punjab,2015,615,495,380,0.486747008,435,-1,376,-1,-1,-1,-1,-2.457,0.7119,0.3174,0.0192,0.4805,120000
896469,m,5/29/1992,86.88,state board,2010,80.83,state board,356,2,B.Tech/B.E.,computer science & engineering,67.6,356,1,Karnataka,2014,485,375,635,0.356536488,445,-1,346,-1,-1,-1,-1,0.99,0.3789,0.01,1.2869,0.4805,475000
274453,m,9/1/1990,88.5,ssc,2007,94.7,"board of intermediate education,ap",499,2,B.Tech/B.E.,electronics and electrical engineering,77.5,499,1,Telangana,2011,435,555,635,0.538386893,315,333,-1,-1,-1,-1,-1,0.8192,1.1248,1.688,-1.8179,-0.9194,175000
64871,m,6/24/1988,78.28,karnataka secondary education examination board,2006,53.55,karnataka state pre- university board,1930,2,B.Tech/B.E.,information technology,57,1930,0,Karnataka,2010,545,465,425,0.413838256,385,-1,-1,-1,-1,-1,-1,1.4374,0.5008,1.1074,-0.4078,0.8183,455000
1119944,f,9/25/1992,83,cbse,2010,72,cbse,16161,2,B.Tech/B.E.,electronics & telecommunications,76,16161,0,Orissa,2014,525,530,405,0.338786347,335,292,-1,-1,-1,388,-1,-0.159,0.3789,-2.4491,-0.8682,0.2889,225000
279776,f,11/16/1988,74.6,cbse,2007,72.8,cbse,51,2,B.Tech/B.E.,computer engineering,66.7,51,0,Uttar Pradesh,2011,665,505,545,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.7264,-0.7473,0.2366,-0.4078,-0.6035,310000
361583,m,1/25/1991,93.44,karnataka state board,2008,90,karnataka state board,1384,2,B.Tech/B.E.,computer engineering,87.6,1384,0,Karnataka,2012,515,475,635,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.4173,0.9688,-0.1988,-0.2902,0.3049,800000
339386,m,8/23/1991,89,secondary school certificate,2008,96,board of intermediate education,4415,2,B.Tech/B.E.,information technology,74.5,4415,1,Telangana,2012,355,345,405,0.600057182,435,-1,-1,-1,-1,-1,-1,0.2009,1.6708,0.5994,0.0623,0.5024,280000
334017,m,12/3/1989,77.6,0,2008,82.6,0,1622,2,B.Tech/B.E.,mechanical engineering,77,1622,0,Madhya Pradesh,2012,565,525,655,0.714529363,-1,-1,-1,435,-1,-1,-1,0.8192,0.3838,-0.0537,-0.29027,-0.4455,460000
1187201,m,8/31/1990,83.6,cbse,2009,60.17,cbse,3879,2,B.Tech/B.E.,electronics and communication engineering,71.3,3879,0,Madhya Pradesh,2014,640,595,800,-1,515,-1,561,-1,-1,-1,-1,-1.5953,-0.6201,-1.8344,-0.3612,-1.6273,315000
503221,m,10/12/1990,87.4,cbse,2008,81.2,cbse,5111,2,B.Tech/B.E.,mechanical engineering,75,5111,0,Maharashtra,2013,465,655,575,0.714529363,-1,-1,-1,435,-1,-1,-1,-0.5719,0.8128,0.5269,1.2374,-0.643,350000
1266967,f,5/20/1991,84.96,state board,2010,56.17,state board,17168,2,B.Tech/B.E.,computer science & engineering,60.78,17168,0,Karnataka,2014,465,470,310,0.600057182,435,-1,-1,-1,-1,-1,-1,0.8463,1.2114,1.2396,0.1459,0.6721,200000
901358,f,3/3/1993,95.2,cbse,2010,74.8,cbse,8811,2,B.Tech/B.E.,information science engineering,76.2,8811,1,Karnataka,2014,640,605,665,0.953899775,-1,-1,530,-1,-1,-1,-1,-0.5899,-0.1206,-0.2974,-0.2344,-0.4776,370000
806688,m,9/8/1991,78,cbse,2010,72,cbse,11759,2,B.Tech/B.E.,computer science & engineering,72,11759,0,Uttarakhand,2014,485,555,560,0.622642916,585,-1,407,-1,-1,-1,-1,-1.308,-3.1176,-1.0659,0.1459,-0.8608,200000
1171245,m,6/4/1992,85,cbse,2010,65,cbse,374,2,B.Tech/B.E.,electronics and communication engineering,72.12,374,0,Uttar Pradesh,2014,525,455,345,0.493596387,-1,324,376,-1,-1,-1,-1,0.7027,0.5454,-0.2974,0.2727,1.247,200000
683102,f,3/14/1991,92.8,cbse,2009,74.6,cbse,6997,2,B.Tech/B.E.,computer science & engineering,76,6997,0,Orissa,2013,805,595,585,0.144789889,404,-1,284,-1,-1,-1,-1,1.1336,0.8784,0.1637,-1.2486,0.0973,325000
543951,m,3/18/1992,79.6,cbse,2009,52,cbse,55,2,B.Tech/B.E.,information technology,60.64,55,0,Uttar Pradesh,2013,465,460,515,0.488347977,405,-1,-1,-1,-1,-1,-1,1.1283,1.2808,-0.1988,-1.1128,-0.2875,160000
988904,m,9/24/1992,78.16,icse,2010,64.83,icse,137,2,B.Tech/B.E.,computer science & engineering,63.65,137,0,Uttar Pradesh,2014,560,510,450,-1,-1,-1,-1,-1,-1,-1,-1,-0.0154,0.8784,1.2396,1.9207,0.8637,235000
593024,f,6/10/1992,76,state board ,2009,79,state board ,8818,2,B.Tech/B.E.,information technology,73,8818,1,Telangana,2013,535,460,445,0.123016732,285,-1,-1,-1,-1,-1,-1,0.99,-0.1206,0.4711,0.5262,-0.6692,340000
325147,m,10/29/1987,82.9,0,2005,91.5,0,6609,2,M.Tech./M.E.,electronics and communication engineering,88.2,6609,1,Tamil Nadu,2012,505,605,445,0.124502074,-1,233,-1,-1,-1,-1,-1,-1.6538,0.5008,-0.9245,-0.29027,-0.7615,335000
407824,f,9/15/1990,90.04,0,2008,75.16,0,3801,2,B.Tech/B.E.,electronics & instrumentation eng,77,3801,0,Karnataka,2012,505,495,615,0.538386893,475,333,-1,-1,-1,-1,-1,-0.0696,0.0328,-0.1988,0.0035,-0.9194,305000
1055284,m,8/21/1988,79,state board,2007,62.5,state board,3716,2,MCA,computer application,75.83,3716,1,Karnataka,2013,490,410,535,0.486747008,445,-1,376,-1,-1,-1,-1,-0.4463,-0.2871,-0.6048,0.653,-1.4356,120000
1247771,m,12/18/1991,76,cbse,2009,66,cbse,1638,2,B.Tech/B.E.,computer science & engineering,61.75,1638,0,Uttar Pradesh,2014,630,530,430,0.622642916,395,-1,407,-1,-1,-1,-1,0.2718,-0.4536,-0.2974,-0.7415,-0.8608,120000
941785,m,2/8/1993,78.6,cbse,2010,82.6,cbse,272,2,B.Tech/B.E.,mechanical engineering,70,272,0,Punjab,2014,590,555,385,0.125690182,-1,-1,407,284,-1,-1,-1,-0.8772,-0.6201,0.3174,-0.2344,1.4386,180000
353742,m,12/27/1990,76,0,2008,76,0,429,2,B.Tech/B.E.,information technology,76.5,429,0,Uttar Pradesh,2012,465,435,415,0.413838256,385,-1,-1,-1,-1,-1,-1,-0.4173,0.5008,-0.7794,0.5323,0.3049,370000
995191,m,1/23/1992,92.5,state board,2009,95.2,state board,8232,2,B.Tech/B.E.,electronics and communication engineering,76,8232,0,Telangana,2013,395,455,485,-1,455,-1,-1,-1,-1,-1,-1,-0.4463,-0.6201,-0.6048,0.7798,-2.7769,190000
283113,m,10/23/1988,67,up board,2005,73,up board,4234,2,B.Tech/B.E.,computer engineering,71.7,4234,0,Uttar Pradesh,2011,425,495,635,0.3423149,365,-1,-1,-1,-1,-1,-1,1.4374,0.8128,0.5269,0.2973,1.4502,305000
602344,m,1/21/1992,90.5,state board,2009,95.7,state board,1391,1,B.Tech/B.E.,mechanical engineering,82.09,1391,1,Telangana,2013,510,680,780,0.971663491,445,-1,-1,553,-1,-1,-1,0.2718,0.0459,-0.6048,-0.2344,0.4805,450000
1083507,m,5/22/1992,72.12,state board,2009,78,state board,6884,2,B.Tech/B.E.,electronics and communication engineering,75,6884,0,West Bengal,2014,420,445,740,0.053160305,415,196,-1,-1,-1,-1,-1,-1.8825,0.0459,-0.1437,0.0192,-0.2859,345000
331083,m,8/16/1991,89.9,ssc,2008,90.1,ipe,9769,2,B.Tech/B.E.,computer engineering,74.5,9769,1,Telangana,2012,525,455,515,0.488347977,405,-1,-1,-1,-1,-1,-1,0.9737,0.9688,-1.0334,-1.4653,-0.2875,335000
1034763,m,10/20/1992,64.3,state board,2009,66.4,state board,7824,2,B.Tech/B.E.,computer engineering,76.56,7824,0,Uttar Pradesh,2013,580,480,405,0.622642916,535,-1,407,-1,-1,-1,-1,1.7081,-1.9521,-1.3733,-1.7556,-1.0524,480000
608938,m,5/25/1991,86.4,cbse,2009,93.6,cbse,10950,1,B.Tech/B.E.,mechanical engineering,72.3,10950,0,Punjab,2013,800,570,500,0.986525019,-1,-1,-1,580,-1,-1,-1,-2.0262,-1.1196,-0.7585,-0.2344,-0.4776,600000
919264,m,10/5/1992,91.2,cbse,2010,80,cbse,48,1,B.Tech/B.E.,electronics and communication engineering,79.42,48,1,Delhi,2014,765,645,855,0.338786347,555,292,-1,-1,-1,286,-1,-0.3027,0.3789,-2.4491,-0.4879,-1.4356,325000
663821,m,5/24/1991,68.6,cbse,2008,59.2,cbse,4450,2,B.Tech/B.E.,electronics and electrical engineering,67.9,4450,0,Uttar Pradesh,2017,275,350,400,0.163630927,335,-1,-1,-1,313,-1,-1,1.4208,1.3779,1.0859,-1.7556,0.8637,180000
600127,m,7/27/1991,90,ssc board of andrapradesh,2009,89.4,"board of intermediate education,andra pradesh",9767,2,B.Tech/B.E.,electronics and electrical engineering,77.85,9767,1,Telangana,2013,300,425,705,0.875503907,355,266,-1,-1,516,-1,-1,0.1282,0.8784,-0.4511,0.2727,1.247,325000
1232472,m,7/1/1992,85,cbse,2009,72,cbse,13881,2,B.Tech/B.E.,electronics and communication engineering,69.8,13881,0,Uttar Pradesh,2013,745,650,655,-1,445,-1,-1,-1,-1,-1,-1,1.7081,1.5444,0.9322,-2.2627,0.6721,220000
775846,m,2/26/1991,77.8,cbse,2008,76.6,cbse,3002,2,B.Tech/B.E.,computer science & engineering,84,3002,0,Orissa,2013,500,495,680,0.991230625,555,-1,592,-1,-1,-1,-1,0.1282,1.0449,0.9322,-0.995,-0.0943,375000
451903,m,7/5/1991,73,stateboard,2008,81,stateboard,11283,2,B.Tech/B.E.,computer science & engineering,81,11283,0,Tamil Nadu,2012,335,535,495,0.563267824,425,-1,-1,-1,-1,-1,-1,1.592,0.8128,-0.344,-0.1727,-0.0506,300000
810702,m,4/20/1992,85.2,cbse,2009,79.6,cbse,64,2,B.Tech/B.E.,electronics and instrumentation engineering,65.3,64,0,Uttar Pradesh,2014,380,440,415,0.493596387,315,324,-1,-1,-1,-1,-1,-0.0154,-1.2861,1.0859,0.7798,-0.0943,180000
730050,m,9/26/1991,83,state board,2009,72,state board,11153,2,B.Tech/B.E.,applied electronics and instrumentation,75,11153,1,West Bengal,2013,380,595,680,0.124502074,-1,233,-1,-1,-1,-1,-1,0.7027,0.2124,0.9322,0.9066,-0.2859,220000
1026621,f,4/30/1992,88,state board,2010,88,state board,9282,2,B.Tech/B.E.,computer science & engineering,70.12,9282,0,Andhra Pradesh,2014,710,605,605,0.744758354,405,-1,438,-1,-1,-1,-1,0.5591,1.2114,1.8543,0.1459,0.0973,300000
1261955,m,10/6/1993,82.14,icse,2010,81.26,icse,4971,2,B.Tech/B.E.,computer science & engineering,67.54,4971,0,Uttar Pradesh,2014,665,630,500,0.916869961,555,-1,-1,-1,-1,-1,-1,-1.1644,-0.1206,-1.3733,0.0192,0.0973,225000
244558,f,7/16/1990,90.26,0,2007,82.7,0,3427,2,B.Tech/B.E.,electronics and electrical engineering,88.6,3427,0,Orissa,2011,475,605,625,0.824666401,455,400,-1,-1,-1,-1,-1,0.8192,-0.1232,-0.344,-0.1727,1.1343,650000
814679,m,12/31/1989,75,state board,2007,59.6,state board,6389,2,B.Tech/B.E.,electronics and electrical engineering,61.51,6389,1,Gujarat,2011,520,425,385,0.557389506,315,324,-1,-1,420,-1,-1,0.2718,-0.1206,0.4711,-0.6147,-0.2859,120000
641821,m,6/9/1991,70.8,cbse,2008,65.2,cbse,1622,2,B.Tech/B.E.,electronics and instrumentation engineering,72.5,1622,0,Madhya Pradesh,2013,405,520,530,0.376059587,315,300,-1,-1,-1,-1,-1,-0.0154,-1.1196,0.6248,-0.4879,-1.4356,180000
356498,m,6/9/1991,79.8,0,2008,77,0,4368,2,B.Tech/B.E.,information technology,81.6,4368,0,Orissa,2012,515,445,495,0.793580615,495,-1,-1,-1,-1,-1,-1,0.6646,1.9048,2.1234,3.3525,1.1343,445000
309214,m,4/2/1992,78.6,cbse,2009,70.2,cbse,5904,2,B.Tech/B.E.,computer science & engineering,73.04,5904,0,Uttar Pradesh,2013,435,555,565,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.4173,-0.7473,0.8171,-0.5253,-0.7615,420000
1175511,m,6/6/1993,68,cbse,2010,59,cbse,16674,2,MCA,computer application,73,16674,0,Punjab,2015,545,530,500,0.080055281,345,-1,253,-1,-1,-1,-1,-3.3188,-1.6191,-3.525,0.2727,-0.4776,280000
1007916,f,3/7/1992,66.33,state board,2009,60,state board,279,2,B.Tech/B.E.,computer science & engineering,67.38,279,0,Uttar Pradesh,2013,580,595,520,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.0154,0.0459,0.9322,-0.1076,-1.244,220000
619660,m,1/2/1990,69.85,state board,2008,64.6,state board,275,2,B.Tech/B.E.,electronics and electrical engineering,79.6,275,1,Karnataka,2013,380,485,705,0.837620726,375,-1,-1,-1,500,-1,-1,-0.7335,-0.6201,-1.2196,-0.6147,-1.244,300000
329618,m,10/20/1990,83.25,wbbse,2008,79.8,wbchse,253,2,B.Tech/B.E.,electrical engineering,71.31,253,1,West Bengal,2012,315,625,605,0.960603252,-1,466,-1,-1,-1,-1,-1,-1.1128,-1.0593,-0.344,-0.17277,-2.1833,370000
267047,m,7/7/1985,62,hbse,2004,59.4,hbse,7564,2,B.Tech/B.E.,information technology,60,7564,0,Haryana,2011,365,365,395,0.165633092,305,-1,-1,-1,-1,-1,-1,-0.5719,-1.5273,-0.344,1.3549,-1.2354,150000
1240138,m,12/22/1990,73.6,cbse,2008,68.2,cbse,7956,2,B.Tech/B.E.,electronics & telecommunications,65.8,7956,0,Maharashtra,2012,640,595,535,0.605533552,435,-1,-1,-1,-1,356,-1,0.1282,0.8784,0.3174,-1.1218,0.0973,300000
215739,m,4/7/1989,78.8,cbse,2006,74.8,cbse,5026,2,B.Tech/B.E.,mechanical engineering,70,5026,0,Orissa,2011,695,475,575,0.206710618,435,-1,-1,313,-1,-1,-1,-1.9629,-0.7473,-1.9405,0.2973,0.1864,390000
817804,m,1/21/1993,81.6,state board,2010,77,state board,6566,2,B.Tech/B.E.,electronics and communication engineering,66.46,6566,1,Karnataka,2014,465,470,500,0.649389715,-1,356,-1,-1,-1,-1,-1,0.7027,0.2124,-0.4511,-0.1076,-0.2859,145000
662113,m,11/5/1990,71,state board,2008,63,state board,13040,2,B.Tech/B.E.,electrical engineering,79.9,13040,1,West Bengal,2013,395,510,590,0.661834476,-1,-1,-1,-1,446,-1,-1,0.5591,0.2124,0.7785,0.5262,-1.6273,180000
678842,m,7/20/1989,65.5,state board,2007,66,state board,1875,2,B.Tech/B.E.,computer science & engineering,68.58,1875,0,Uttar Pradesh,2011,675,580,515,-1,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.2871,-0.2974,-0.1076,-0.4776,240000
333860,f,3/22/1990,76,ssc,2008,81,ssc,11168,2,B.Tech/B.E.,aeronautical engineering,77,11168,1,Telangana,2012,395,395,535,0.607034038,335,-1,-1,409,-1,-1,-1,-0.881,-0.9033,-0.7068,-0.40777,0.3444,180000
1149330,f,3/7/1992,76,state board,2009,68.7,state board,10998,2,B.Tech/B.E.,electronics and communication engineering,77.7,10998,1,Telangana,2013,350,340,440,-1,355,-1,315,-1,-1,-1,-1,-0.3027,0.3789,0.3174,0.9066,0.2889,120000
1248250,m,9/5/1988,53,state board,2006,49,state board,5807,2,MCA,computer application,78,5807,0,Madhya Pradesh,2013,385,435,320,0.23780284,375,-1,315,-1,-1,-1,-1,0.8463,0.2124,0.9322,0.0192,0.8637,185000
51094,m,1/24/1989,81,matriculation,2006,78,state board,439,2,B.Tech/B.E.,electronics and communication engineering,73,439,1,Tamil Nadu,2010,335,355,415,0.824666401,-1,400,-1,-1,-1,-1,-1,-0.2628,0.5008,-1.2148,1.4724,-0.1295,400000
